text,label
Your bank account has been blocked. Access a fraudulent link to unblock it.,malware
Download this free and fast software to improve the performance of your computer.,malware
We represent your telephone company. Provide your details to resolve billing issues.,pretexting
You have won a cash prize. Confirm your identity by providing your Social Security number.,pretexting
We are Windows Technical Support and have detected problems on your PC. Share remote assistance ID.,pretexting
Your email account has been compromised. Provide your credentials to recover it.,phishing
Your credit card has been misused. Provide details for the investigation.,phishing
You have received a pending invoice. Provide your credit card information for payment.,phishing
Your online account has been blocked for suspicious activity. Log in and confirm your identity.,phishing
There is a problem with your online order. Provide your credit card information to resolve it.,phishing
Take an online safety survey. Provide your personal information for the prize.,phishing
You won an iPhone 12! Download the attached file for your prize.,baiting
Take our survey and win a $100 gift card. Enter your details to participate.,baiting
Your account has been selected for a security review. Provide credentials for inspection.,baiting
Receive a special gift! Please provide your credit card number for pickup.,baiting
Your computer has been infected with a dangerous virus. Download our antivirus software for immediate removal.,scareware
Your identity is at risk! Protect yourself by downloading our security software.,scareware
You have received an urgent voice message. Provide the data to listen to it.,scareware
We have detected suspicious activity on your account. Provide credentials for security check.,scareware
Watch the attached video to unlock the exclusive content. Requires installation of an unknown app.,malware
Your PayPal account has been disabled. Access a fraudulent link to solve the problem.,malware
Download this free software to optimize your computer.,malware
Your system has been hacked. Click for a full scan and troubleshooting.,malware
We represent your bank and need to verify your account details. Provide credentials for authentication.,pretexting
You have won a cash prize. Confirm your identity by providing your Social Security number.,pretexting
We are Windows Technical Support and have detected problems on your PC. Share remote assistance ID.,pretexting
Your credit card has been misused. Provide details for the investigation.,pretexting
You have won an all-inclusive trip to the Maldives! Click on the link to redeem the reward.,baiting
Take our survey and receive a 50% discount coupon. Provide your details to participate.,baiting
Your email has been selected for a cash prize. Confirm the details for collecting the prize.,baiting
Your account has been selected for a security review. Provide your credentials to proceed.,baiting
Your computer is infected with malware. Download our antivirus software for immediate removal.,scareware
Your identity is at risk! Protect it now by downloading our security software.,scareware
You have received an urgent call! Provide the data to listen to it.,scareware
We have detected suspicious activity on your account. Provide credentials for security verification.,scareware
Watch the attached video to unlock exclusive content. Requires installation of an unknown app.,malware
Your PayPal account has been disabled. Access a fraudulent link to solve the problem.,malware
Download this free software to improve the performance of your computer.,malware
Your system has been compromised. Click for a full scan and troubleshooting.,malware
We are your bank's customer service and we need to verify your account details. Provide credentials for authentication.,pretexting
You have won a cash prize. Confirm your identity by providing your Social Security number.,pretexting
We are Windows Technical Support and have detected problems on your PC. Share remote assistance ID.,pretexting
Your credit card has been misused. Provide details for the investigation.,pretexting
"I just returned from a short beach holiday. The weather was fantastic, and I spent most of my time relaxing on the beach.",non-malicious
I saw that new movie that came out last week. I have to say it was really exciting. I suggest you to see it.,non-malicious
My next project is progressing well. I hope to be able to finish it by the end of the week.,non-malicious
I'm planning a trip to the mountains for next month. It will be a great adventure!,non-malicious
"We celebrated Marco's birthday last night. The party was fun, and we danced into the night.",non-malicious
"I started reading a new book. The plot is really engaging, and I can't stop reading it.",non-malicious
I'm looking for new restaurants to try in town. Do you have any suggestions?,non-malicious
I finally learned how to cook authentic carbonara. It turned out really well!,non-malicious
I visited the new contemporary art museum downtown. The works on display were really interesting.,non-malicious
I'd like to go for a walk in the park this weekend. What do you say?,non-malicious
I just tried a new pasta with pesto recipe. It has become one of my favourites.,non-malicious
We went to a contemporary art exhibition last weekend. Some works were really strange!,non-malicious
I signed up for a yoga class. It's amazing how relaxing it is.,non-malicious
I took a long walk in the park yesterday. The fresh air and sunshine were perfect.,non-malicious
We had a board game night at my house. It was a fun evening.,non-malicious
I'm planning a trip to a European city. I have to decide what the best destination is.,non-malicious
I saw a live concert last week. The band was fantastic live.,non-malicious
I just read an interesting article on environmental sustainability. We should do more.,non-malicious
I'm looking for a new TV series to watch. Do you have any recommendations?,non-malicious
We went to the lake for a rowing boat trip. The landscape was breathtaking.,non-malicious
"I decided to learn to play the guitar. It's a challenge, but I really enjoy it.",non-malicious
I'm trying to eat healthier. Salads and smoothies have become an important part of my diet.,non-malicious
We took a night walk under the stars the other day. The view of the sky was spectacular.,non-malicious
I attended a photography workshop last month. I learned many new things.,non-malicious
I'm planning a trip out of town for next weekend. I still have to decide on the destination.,non-malicious
We celebrated Laura's birthday with a surprise dinner. She was really surprised!,non-malicious
I signed up for a cooking class. Learning new recipes is fun.,non-malicious
I visited a historical museum in the city center. The local history is fascinating.,non-malicious
I decided to start jogging every morning. It helps me wake up more energetic.,non-malicious
We took a bike trip in the national park. The nature was spectacular.,non-malicious
We finally decided to take that road trip we've always dreamed of. We are planning to drive across the country and stop at all the interesting places along the way. It will be an unforgettable adventure!,non-malicious
"I spent the weekend in the mountains with my family. We rented a lakeside house, and the sunsets were simply breathtaking. We swam, fished and cooked together. It was a wonderful moment.",non-malicious
"I took a foreign language course and learned some basic Japanese phrases. It was fun, and now I'm trying to practice with native speakers online. I would like to visit Japan one day.",non-malicious
"We went camping in the desert last month. The starry nights were spectacular, and the fire next to the tent made the experience even more special. Stories around the campfire are the best!",non-malicious
"I started reading a new historical novel. The plot takes place in ancient Rome, and the description of the characters and places is so detailed that I feel like I'm there.",non-malicious
"We had a Mexican themed dinner at my house. We made tacos, guacamole and margaritas. The friends were thrilled, and we danced salsa until late.",non-malicious
"I went to a contemporary art exhibition with my sister last weekend. Some of the works on display were truly out of the ordinary, and we had fun trying to understand the meaning of each one.",non-malicious
I'm working on a personal photography project documenting daily life in my city. I like to capture authentic moments and share stories through images.,non-malicious
"We spent a day at a local organic farm. We picked fresh fruit and vegetables straight from the field, and it was amazing to see up close how our food grows.",non-malicious
"I'm trying to improve my skill in French cooking. I started by making chocolate souffl̩ and coq au vin. It's a challenge, but the result is delicious!",non-malicious
I decided to volunteer at an animal shelter during my free time. It's rewarding to help animals in need and see their recovery stories.,non-malicious
"We went to a masquerade party on Saturday night. I wore a superhero costume, and it was fun trying to guess who was behind the other disguises.",non-malicious
I started taking an online course on landscape photography. I love capturing the beauty of nature and sharing photos with friends.,non-malicious
"We took a trip to the countryside with a group of friends. We explored woodland trails, ate a picnic, and even had a mini Frisbee tournament.",non-malicious
I signed up for a sailing course last summer. Now I can take control of a boat alone and sail independently. It's so relaxing!,non-malicious
We celebrated our parents' anniversary with a surprise dinner at a fancy restaurant. They were enthusiastic and moved.,non-malicious
I have finally completed my vinyl record collection. I love the art of the covers and the authentic sound of the records.,non-malicious
I started a small garden on the balcony of my house. I grow aromatic herbs and some ornamental plants. It's amazing how satisfying it can be to watch plants grow.,non-malicious
I attended a Thai cooking class. I learned to make dishes like pad thai and red curry. It was a delightful experience.,non-malicious
"We have a tented mountain hike planned for next month. It will be a real adventure, with walking, camping and natural springs.",non-malicious
"We had a video game tournament at my house. It was pure fun, and I ended up losing to Luca in the Mario Kart final!",non-malicious
I decided to take a break and spent a weekend in a small town on a lake. I rented a rowboat and spent time exploring the calm waters.,non-malicious
I'm trying to learn a new language. I started with Spanish and am using apps and online lessons to improve. I hope to be able to speak it fluently one day.,non-malicious
We took a visit to a wildlife park last week. I got to see exotic animals up close and learn more about their conservation.,non-malicious
I recently took a night photography course. Photographing cityscapes under the stars is truly fascinating.,non-malicious
We planned a weekend in a mountain cabin. We spent the evenings around the fire singing songs and telling scary stories.,non-malicious
"I'm trying to eat healthier, so I've been experimenting with vegetarian recipes. The mushroom risotto was a success!",non-malicious
"We visited a modern art museum in the city. Some of the works on display were truly out of the ordinary, but it's always interesting to see the world through the eyes of the artists.",non-malicious
I started taking salsa dance classes. It's a fun way to exercise and meet new people.,non-malicious
We took a bike trip along the coast. The sea breeze and panoramic views were simply magnificent.,non-malicious
Do you have the ability to send me updated data for my analysis?,non-malicious
Could you share project details so we can proceed with planning?,non-malicious
Can you give me your opinion on the draft contract?,non-malicious
Can I have access to the monthly reports for the last quarter?,non-malicious
Do you have a moment to discuss the details of our planned meeting?,non-malicious
Could you send me the documentation required for registration?,non-malicious
Can you help me solve this technical problem?,non-malicious
Can I ask for your contribution for the charity event?,non-malicious
Are you available for a call to clarify project requirements?,non-malicious
"I would like to ask for your help in reviewing the quarterly report. Would it be possible to take a look and provide any suggestions or corrections? The delivery deadline is in a week, so I would really appreciate your input.",non-malicious
"We are currently working on a new project and need some additional information from you. In particular, we need sales data for the last three months. If you could share this data with us, it would help us tremendously in project planning.",non-malicious
"I noticed that you have extensive experience in the industry, and I was wondering if you would be available for a short interview. We are trying to gather perspectives and advice from industry professionals, and your input would be extremely valuable to us.",non-malicious
We have a team meeting scheduled to discuss the next steps of the project. It will be an important opportunity to align strategies and make key decisions. Could you confirm your participation and provide any agenda items you would like to discuss?,non-malicious
We have recently renovated our website and are looking to improve the overall user experience. Would it be possible for you and your team to review the site and provide us with detailed feedback on possible areas for improvement?,non-malicious
"We would like to organize a seminar on time management and productivity. I know you have extensive experience in this field, and we would be interested in inviting you as a speaker. Could you tell us if you are available and what your fee would be?",non-malicious
We are looking to expand our network of contacts in the industry. I was wondering if you could introduce me to any colleagues or connections who might be interested in collaborating with us in the future.,non-malicious
"Our research team is working on an ambitious project, and we are looking for historical data on the topic. If you have access to relevant resources or information, we would be very grateful if you could share it with us.",non-malicious
We are evaluating new software solutions for our company and would like to know your opinion on the system you currently use. Could you share your experiences and advice?,non-malicious
"We are in the process of holding a charity event to raise money for a local organization. We would like to ask you if you would be interested in contributing in some way, for example by making a donation or volunteering your time.",non-malicious
"We are planning a series of thematic workshops for our employees and we believe you can be an excellent speaker. We would like to discuss further details such as program, duration and availability if you are interested.",non-malicious
"Our research project requires the analysis of a large data set, and we are looking for a data analysis expert to join our team temporarily. I ask you if it is possible to arrange a meeting to discuss your skills and availability.",non-malicious
We are excited to announce the launch of our new product and would like to involve you in a marketing campaign. Will you be interested in collaborating with us to create promotional content and communication strategies?,non-malicious
We had a technical problem with our website and we are looking for an expert to resolve it as soon as possible. Can we count on your assistance to diagnose and resolve the problem?,non-malicious
We are looking for a statutory auditor to review our company contract. We would like to discuss the relevant clauses and legal aspects with you before proceeding with signing.,non-malicious
Our association is organizing a conference on sustainability and we would like to invite you to participate as a guest of honor. Could you share your experience in the field and your vision on the future of sustainability?,non-malicious
We recently launched a new volunteer initiative for our employees and are looking for a coordinator. Would you be interested in leading the project and working with our teams to promote social engagement?,non-malicious
"We received an opportunity to collaborate on a grant-funded research project. We would like to involve you as a key partner, and would be happy to discuss the details and available financing.",non-malicious
We are looking for industry experts to participate in a panel discussion at our annual company event. Would you be available to share your know-how and perspectives?,non-malicious
"We are in the process of renewing our supply contracts and would like to discuss the new terms with our key suppliers, including you. Can you schedule a meeting to evaluate the necessary changes?",non-malicious
We have been informed of your skills in personnel management and HR. We would like to ask you if you can provide advice on our organizational structure and personnel policies.,non-malicious
We've found an interesting application for you. Download it from this link.,malware
Your files have been encrypted. Pay a ransom to get them back.,malware
We've detected suspicious activity on your account. Open the attachment for more information.,malware
"I'm your boss, and I need an urgent review of this document. Download it from the attachment.",malware
Click this link to see the latest news.,malware
Download our free software to speed up your computer. Click the link to download it.,malware
Your computer has been infected and is now part of our botnet network. Follow the instructions in the attachment.,malware
You've received an important fax. Open the attachment to view it.,malware
We've detected suspicious activity on your bank account. Click the link to verify your account.,malware
Click here to view your photos. They might contain malicious software.,malware
"Dear friend, I a member of the presidential task force on oil spillage clean-up. Early last year there was a major oil spillage in the niger delta region of which rendered over 70% of the communities homeless. A contract was awarded to a foreign firm to rehabilitate the communities, because of the huge monetary profit I envisaged, we decided to over-invoice the contract sum. Now the contract has been completed and the original contractor has long been paid, but the contract balance of thirty eight million united states dollars (us$38 million), which resulted from the over invoiced contract sum has been left in a suspense account with the debt reconciliation committee, a subsidiary of our apex bank, this over invoice sum is what we intend to take out of the country for ourselves. The problem is as government officials, we are not suppose to own fat bank accounts, talk less of having foreign ones. To this end, we are soliciting your assistance as a foreign partner who can assist us and receive this amount into your account. We are ready to share this money with you on the basis of participation. We also have plans to invest part of this money in any viable business in your country under your care, as we are nearing our retirement age. In any case, I received a reference of you/organization from the chambers of commerce and industry foreign trade division as a reputable organ that can assist us on this transaction. Please if you accept my proposal do not hesitate to reply to me on my e-mail: or so that i can provide you with the basic procedures for the release of the fund. It does not matter whether you or your company does contract project of the nature described here, the assumption is that you won a major contract and subcontracted it to another company, more often than not, big trading companies or individuals of unrelated field win major contracts here in and subcontracts same to more specialized firms for execution. The benefit for providing the account where we shall remit this money, you will be entitled to 25% of the entire funds, 70% will be for me and my partners, while 5% has been set aside to cover any expenses that may be incurred by both parties during this transaction, both local and international. Please I enjoy you to handle this transaction with utmost degree of maturity and confidentiality because I am still in active government service with the national petroleum corporation. If I receive your response on time, this whole transaction could be accomplished within the shortest possible time based on your interest and determination, since the money is already on transit. Please, try to call me up to confirm the receipt of this e-mail on my confidential tel/fax: . The lines may be busy, but keep trying till you get through. Yours faithfully",phishing
Dear partner may the blessings of the most high be upon you! Please as you read kindly open the website for newspaper of front page and that of no and including all newspaper about the true state of things for further details so that you know how urgent it is compliments of the grace and peace and love from this part of the to you i hope my letter does not cause you too much embarrassment as i write to you in good faith please excuse my intrusion into your private life into your private life i am i represent mrs of the late gen sani who was the former military head of state in he died in since his death the family has been loosing a lot of money due to vindictive government officials who are bent on dealing with the family based on this therefore the family! Has asked me to seek for a foreign partner who can work with us as to move out the total sum of us$75 seventyfive million united states dollars presently in their possession this money was of course acquired by the late president and is now kept secretly by the family the swiss government has already frozen all the accounts of the family in and some other countries would soon follow to do the same this bid by some government officials to deal with this family has made it necessary that we seek your assistance in receiving this money and in investing it on behalf of the family this must be a joint venture transaction and we must all work together since this money is still cash security measures have been taken to protect it from theft or seizure i have personally worked out all modalities for the peaceful conclusion of this transaction the transaction definitely would be handled in phases and the first phase will involve the moving of us$30 thirty million united states dollars my clients are willing to give you a reasonable percentage of this money as soon as the transaction is concluded,phishing
Dear partner may the blessings of the most high be upon you! Please as you read kindly open the website for newspaperof front page and that of no and including all newspaper about the true state of things for further details atwww so that you know how urgent it is compliments of the grace and peace and lovefrom this part of the to you i hope my letter doesnot cause you too much embarrassment as i write to you in good faith please excuse my intrusion into your private life into your private life i am i represent mrs of the late gen sani who was the former military head of state in he died in since his death the family has been loosing a lot of money due to vindictive government officials who are bent on dealing with the family based on this therefore the family! Has asked me to seek for a foreign partner who can work with us as to move out the total sum of us$75 seventyfive million united states dollars presently in their possession this money was of course acquired by the late president and is now kept secretly by the family the swiss government has already frozen all the accounts of the family in and some other ountries would soon follow to do the same this bid by some government officials to deal with this family has made it necessary that we seek your assisitance in receiving this money and in investing it on behalf of the family this must be a joint venture transaction and we must all work together since this money is still cash security measures have been taken to protect it from theft or seizure i have personally worked out all modalities for the peaceful conclusion of this transaction the transaction definitely would be handled in phases and the first phase will involve the moving of us$30 thirty million united states dollars my clients are willing to give you a reasonable percentage of this money as soon as the transaction is concluded i will however based on the grounds that you are willing to work with us and also all contentious issues discussed before the commencement of this transaction you may also discuss your percentage before we start to work as soon as i hear from you i will give you all necessary details as to how we intend to carry out the whole transaction please do not entertain any fears all necessary modalities are in place and i assure you of all success and safety in this transaction please this transaction requires absolute confidentiality and you would be expected to treat it as such if you are interested in assisting my client please send the following details to me 1 names address 2 numbers please you will also ignore this letter and respect our trust in you by not exposing this transaction even if you are not interested i look forward to working with you yours faithfully,phishing
"Dear sir or madam please let me introduce our company (ningbo envolt battery co., ltd) to you, i am sorry if this letter disturb you, and please tell me i will remove your email address from our email list. Our company is a pioneer of new style enterprise in specialist of zinc-manganese batteries and alkaline batteries. Our products have been past test through acts testing labs(h.K.) Ltd, light industry quality supervise testing center. We are specialized in the batteries of r20p, r14p, , r03p, , lr6, etc. The products are high power, high capacity and long life, which deeply welcomed by home and foreign customers. If you have some business about battery, we are appreciated your enquiry, we will supply good quality and competitive price. Many thanks. Best regards",phishing
"Dear, please i need your help since after the incidence that lead to the death of my late husband. I know we have not met before but i am contacting you with due sense of humanity responsibility and the few awareness that you will give it a mutual understanding i am soliciting for an assistance to move the sum $24 million usd to your country for investment the fund is presently in a security company in for safety since on the 12- 2- . The real content was not declared as it was kept as photographic equipment i need you as partner to assist in transferring the fund and provide good investment plans for it. The fund will be under your investment control for during which only the profit will be shared annually 70% for me and 30% for you i am a with the fear of god in any thing i am doing so please i want us to build trust to each other. You should always reply me through this new email address if you are interested( ) thanks in anticipation of your response best regards",phishing
"Dear sir, if you are able to handle this deal, reach me through my official telephone number for a perfect understanding of this transaction. After the close of work i will parallel this telephone line to my official residence, which is not far from the federal secretariat complex, so that you can reach me at any point in time. Yours faithfully",phishing
